day;host;pedestrian_count
2016-12-01;6201;4843
2017-01-13;7040;7128
2016-11-25;7123;15785
2017-02-26;14172;30582
2017-03-07;6202;257
2016-11-15;7036;0
2016-10-15;7051;44927
2016-10-12;14172;25875
2016-12-31;7053;5051
2017-02-18;6185;10093
2016-11-21;7061;512
2017-03-01;7123;61073
2016-11-21;7123;22393
2016-10-17;7043;26997
2017-01-31;7057;1563
2017-01-17;7044;68490
2017-02-12;7059;142
2016-10-26;14172;17603
2017-02-03;7052;10715
2016-12-26;7039;21313
2017-02-27;6199;8
2017-02-22;6182;16563
2016-11-26;7054;656
2016-10-30;7119;970
2016-12-02;7069;942
2017-01-01;7048;735
2016-11-10;6194;23574
2016-12-23;6182;16553
2016-10-12;6202;9846
2016-12-28;6185;8972
2016-11-17;6178;117
2016-10-24;7057;1265
2016-12-20;6201;4490
2017-03-02;6201;1160
2016-10-27;7036;0
2016-12-30;6184;55249
2017-02-19;7069;1673
2017-01-12;7072;9582
2017-02-14;6198;3645
2017-02-09;7061;498
2017-01-01;7058;42059
2016-12-02;7049;7426
2016-10-20;6178;385
2016-12-24;6202;7808
2017-01-01;6178;35
2016-12-24;7124;4915
2016-11-11;7043;41333
2017-02-18;6180;9234
2016-10-21;6198;3509
2017-02-14;6178;55
2016-11-16;7123;42305
2016-12-17;7060;229
2016-11-01;7069;233
2016-11-22;7072;11823
2017-01-16;7119;748
2016-11-13;7072;7293
2016-11-07;6200;6757
2016-11-05;7060;177
2016-11-21;7051;97228
2017-02-02;6182;15007
2016-12-25;6178;13
2017-02-20;6182;15222
2017-01-27;7059;209
2016-10-23;6194;11920
2017-03-01;6178;110
2016-11-10;7058;69930
2016-11-17;7123;60248
2016-11-21;6177;7479
2017-01-21;7036;0
2017-01-30;6198;3581
2017-02-26;7072;6985
2016-12-13;7043;65780
2016-12-24;6182;11232
2016-11-14;7072;11890
2016-12-11;7037;24514
2017-02-08;6177;7224
2016-12-09;6185;11239
2017-02-21;14172;46480
2016-12-16;6182;20958
2016-11-07;7038;10967
2017-03-02;7061;167
2016-10-25;7075;2289
2016-11-23;14172;45575
2016-12-14;7038;11864
2017-01-07;7075;3580
2016-10-17;7038;5845
2016-11-22;7075;3624
2016-12-31;6192;11601
2016-12-21;6199;35
2016-12-30;7054;664
2016-11-08;6177;5639
2017-02-09;7075;5045
2016-12-24;6193;4337
2016-10-11;7052;2331
2016-12-23;6202;9096
2016-12-11;7059;116
2017-02-12;7119;830
2016-12-18;7070;12251
2016-12-01;7069;1081
2017-02-11;7070;15411
2016-12-21;7076;33695
2016-11-17;7040;6549
2016-12-25;7076;20020
2016-12-14;7072;11702
2017-01-02;7061;0
2016-12-01;6184;78427
2017-01-29;7070;5716
2016-12-01;7061;722
2017-01-19;7037;25522
2016-11-16;6180;11283
2017-01-18;6178;19
2016-12-30;7060;246
2017-01-02;7052;0
2016-11-22;7069;947
2016-10-21;7038;10900
2017-01-26;7070;14218
2016-11-29;7043;56771
2016-11-03;7053;8592
2017-01-16;6194;26530
2017-02-10;7049;6909
2017-03-01;6194;2065
2016-11-21;6200;7233
2017-02-03;7075;5905
2016-12-10;7072;12426
2016-11-18;6194;29074
2016-11-30;7119;863
2017-03-05;7044;11554
2017-02-16;7043;53136
2016-12-13;7037;24437
2017-01-31;7072;8184
2017-01-19;6180;13722
2016-11-10;7050;28952
2016-11-18;6180;13463
2016-10-25;7058;68828
2017-02-02;7075;5593
2017-02-16;6202;10355
2016-11-11;7040;3250
2016-11-09;7047;7829
2017-01-08;7040;3121
2016-11-06;14172;29530
2017-02-19;7070;8881
2017-01-06;7052;9799
2017-01-31;6185;11886
2017-01-24;7124;6597
2017-03-05;7119;86
2017-01-13;6202;14069
2017-01-12;6199;35
2017-03-07;7037;33173
2017-02-09;7123;17578
2017-03-03;7047;284
2016-10-24;7048;1097
2017-01-20;7119;787
2017-01-28;6177;7582
2016-10-23;6177;3080
2017-03-02;6177;1474
2016-12-07;7075;4935
2017-01-10;6191;8107
2017-01-16;7038;11206
2017-01-24;7051;96568
2016-10-15;7052;5147
2016-11-12;7047;7249
2017-02-23;7070;14367
2017-02-23;6185;9301
2017-03-03;7052;134
2017-01-02;6191;0
2017-01-13;6192;24116
2017-01-24;7044;72378
2016-12-22;6198;3864
2017-03-07;6180;649
2017-01-25;7059;147
2017-01-13;6182;18512
2017-02-15;7048;1383
2016-12-03;7075;2840
2017-01-10;7047;9032
2017-02-09;7040;6428
2016-10-11;7076;6993
2017-03-02;7058;19856
2017-01-16;7049;9045
2017-01-04;7036;0
2017-01-11;6199;23
2017-02-11;7057;1317
2017-03-02;7043;15696
2016-11-28;7057;1384
2016-10-18;7075;2155
2017-01-25;7076;41570
2017-01-24;7072;9346
2016-11-19;7040;4486
2017-01-12;7124;8242
2016-11-10;7076;42059
2017-02-21;7050;28326
2017-02-27;6194;17837
2016-10-14;7051;48177
2017-02-28;7124;1917
2016-11-26;7036;0
2016-12-11;14172;29968
2016-10-15;6182;9933
2017-02-22;7054;1723
2017-02-09;7059;148
2016-12-24;7061;412
2016-12-12;7047;8927
2017-01-10;7051;97301
2016-10-17;6178;84
2017-02-06;6198;3628
2016-10-16;7040;2108
2016-11-26;6199;29
2016-11-09;6178;302
2016-10-13;7048;742
2016-12-25;6191;2036
2017-01-26;6198;4165
2016-11-17;6191;8214
2016-10-31;7051;84679
2017-03-02;14172;8217
2016-11-11;6177;3974
2016-10-27;6198;3779
2016-11-23;7052;11824
2016-12-15;7036;0
2016-12-18;6184;63218
2016-11-24;6201;5551
2017-01-13;6193;5251
2016-11-22;7036;0
2016-12-04;7051;61305
2016-11-05;6178;383
2017-02-01;7052;10175
2017-02-03;6185;9961
2017-02-25;7058;58166
2016-11-08;7043;44548
2016-10-18;7052;8608
2016-12-31;6201;3328
2016-10-16;6198;1979
2017-01-19;7038;11088
2016-12-20;7049;7835
2017-01-26;6178;36
2016-11-23;7072;11653
2016-12-09;7058;79222
2017-02-24;7039;31325
2017-01-20;7069;1777
2016-10-24;7051;85222
2017-02-26;7038;5145
2016-11-21;6198;4157
2016-10-26;7048;355
2016-11-16;6200;7034
2016-12-10;7050;28976
2017-01-13;7048;1284
2017-02-13;6180;10148
2016-12-05;7047;9495
2017-01-15;7051;46838
2016-10-31;6199;44
2016-12-26;6177;4381
2016-12-05;7119;860
2016-10-26;7038;3723
2016-10-19;7044;63498
2017-02-08;7075;4245
2017-02-25;7043;40728
2017-01-10;7119;1085
2017-02-10;6194;23538
2017-01-13;6185;11472
2017-01-25;6177;7322
2016-10-21;7123;53551
2017-01-29;6180;6430
2017-02-20;7053;10347
2016-12-28;7051;72017
2017-01-02;7053;0
2016-11-22;7059;191
2017-01-17;7123;25298
2016-12-13;7060;287
2017-01-01;7052;5912
2016-11-28;6191;7640
2017-01-11;7060;254
2017-02-05;7119;900
2017-03-06;7070;515
2016-11-27;6199;29
2017-01-17;7058;74967
2016-11-10;7070;9004
2016-12-20;7038;8320
2017-01-30;7049;8542
2017-02-17;7059;225
2017-02-07;6199;36
2017-01-21;7049;7960
2017-01-08;6182;11421
2017-01-01;7047;4386
2016-10-15;7059;226
2017-01-27;14172;45660
2017-02-03;7044;74659
2016-11-13;7060;161
2016-12-15;6194;25566
2016-12-05;6177;8362
2017-01-05;7037;31716
2016-10-17;7058;41531
2017-03-06;7048;14
2016-11-29;7059;77
2017-02-20;7050;29908
2016-12-08;7076;46647
2016-11-26;7119;872
2017-02-11;7039;18439
2016-11-12;7057;1343
2017-01-17;7040;6450
2016-10-26;7050;12375
2017-02-11;6202;7126
2016-10-14;7119;466
2017-01-11;7123;35319
2017-02-17;6177;6692
2016-12-23;7038;6771
2016-11-19;7049;7333
2016-10-27;6199;22
2017-01-06;6201;4457
2016-11-13;6193;3247
2016-12-31;7043;39828
2017-02-02;7038;9601
2017-01-02;6194;0
2017-01-28;6200;7821
2016-11-11;14172;32927
2016-11-18;7119;1022
2016-11-26;7123;12554
2016-11-17;6193;4809
2016-11-16;14172;43711
2016-12-31;7123;21335
2017-02-13;7076;31914
2016-11-15;7044;79279
2017-01-07;7061;488
2016-10-27;7051;84352
2016-11-26;7037;26658
2016-12-22;7076;37446
2017-01-05;7054;869
2016-11-07;7050;26915
2017-02-16;6200;5814
2016-11-01;6201;3182
2016-11-22;7124;8154
2016-11-27;7058;54855
2017-02-17;7037;27290
2016-11-10;7038;10066
2016-11-04;7048;1093
2016-11-25;7052;12254
2017-02-15;7049;8611
2016-11-17;7076;47461
2016-12-25;6202;5953
2016-12-12;6185;10561
2017-02-11;7050;24013
2017-01-28;7038;10342
2017-01-12;14172;48733
2016-11-07;6178;235
2016-12-09;7054;1073
2016-11-24;7049;8054
2016-11-18;7054;1110
2017-03-03;7124;791
2016-12-07;7051;105626
2016-12-05;7124;8139
2017-01-28;6198;5532
2017-01-21;7038;7221
2017-01-03;7048;64
2017-01-19;6198;4107
2016-11-16;7054;827
2017-01-17;7057;1467
2017-01-13;14172;49914
2017-01-12;7036;0
2017-01-02;7047;0
2017-01-22;6191;3598
2017-01-10;7043;58518
2017-02-20;6202;10429
2016-12-13;7047;9540
2016-11-18;7038;11714
2016-10-14;6194;12929
2017-01-29;7119;1015
2017-01-05;7124;8248
2017-03-06;6180;1052
2017-02-22;6193;3595
2016-11-27;7044;57018
2017-02-14;7119;660
2016-12-16;7037;36092
2016-11-14;7053;10731
2017-01-22;7057;1109
2017-01-16;6180;12576
2017-01-04;14172;44312
2016-10-22;6199;38
2016-11-06;7058;60835
2017-01-28;7119;1230
2017-01-05;7072;9750
2016-11-20;7054;497
2016-12-31;7060;230
2017-02-08;7036;0
2016-12-07;7070;18706
2017-02-25;7050;20981
2016-12-03;14172;42628
2016-11-22;7054;989
2016-12-04;7039;17272
2017-02-08;7123;22974
2016-12-06;7039;39648
2017-01-21;7054;675
2017-02-13;7060;252
2017-01-29;6198;3419
2017-03-02;6178;87
2016-10-19;6202;15765
2016-12-14;7075;4987
2016-12-12;7050;28385
2016-12-11;7119;970
2017-02-27;7052;6175
2017-01-13;7047;9618
2016-10-27;7072;12831
2016-12-26;6199;25
2017-03-05;7036;0
2017-01-30;6180;8862
2017-01-18;7119;828
2017-02-07;7049;6887
2017-01-24;6199;11
2016-11-21;6199;29
2016-12-10;6198;5112
2017-01-01;6199;10
2016-11-15;7052;11221
2016-12-28;7052;7245
2017-02-11;6178;29
2016-12-20;7052;9625
2016-11-07;7058;67631
2016-12-11;7060;228
2017-01-10;6185;10496
2017-02-11;7038;5837
2016-10-18;6191;6002
2016-12-20;7036;0
2016-12-20;6191;7310
2016-11-15;7040;6209
2016-12-22;7070;15086
2016-11-29;6194;22537
2016-12-24;7057;1114
2017-02-13;6178;7
2016-11-09;7052;10603
2016-12-12;14172;44745
2016-11-29;6200;7391
2017-01-25;7119;707
2017-01-29;6200;6400
2016-10-14;7038;5839
2016-10-26;6194;9987
2017-02-02;6178;47
2016-11-22;6184;79546
2017-03-06;7051;9702
2017-01-28;7075;6339
2016-12-27;7076;29838
2017-02-08;7051;83072
2017-01-24;7036;0
2017-02-15;7038;9987
2017-01-26;7037;21068
2016-11-01;6180;9013
2016-10-17;6192;11305
2016-10-19;7119;793
2017-01-09;7061;486
2016-12-22;7047;7410
2017-01-18;7049;9252
2017-02-11;7036;0
2017-01-10;7060;292
2017-01-22;7072;7141
2016-10-27;6177;4135
2016-11-22;7076;51508
2017-01-17;7072;11855
2016-10-24;6199;31
2017-01-11;6177;6105
2016-10-27;6201;4850
2016-11-19;6194;23581
2016-11-02;7036;0
2017-01-12;7076;46893
2017-02-24;6182;23952
2017-02-23;7043;52626
2016-11-19;7123;34910
2017-02-14;7052;9618
2016-12-28;7040;3974
2016-10-27;7061;689
2016-11-17;7038;9849
2016-12-06;7053;10634
2017-01-05;6192;18577
2016-11-24;7038;10871
2016-12-18;6201;4132
2017-02-06;7051;81333
2017-02-10;7061;424
2017-02-02;14172;44116
2016-10-18;7072;9425
2016-12-21;6184;70134
2016-11-10;6177;6329
2017-03-04;7052;332
2016-12-27;7053;7102
2016-12-30;14172;34713
2016-10-23;7038;5682
2016-11-05;7049;5612
2017-02-06;6177;7004
2016-10-30;7051;58164
2016-10-12;6191;4666
2016-12-29;7059;112
2016-10-14;6202;6596
2016-12-04;6178;196
2017-01-20;6180;13625
2017-02-05;7049;5400
2017-03-03;6177;545
2016-10-26;6193;1577
2016-12-25;7044;40679
2016-10-12;7061;492
2016-11-14;7124;7659
2016-12-02;6178;101
2016-12-15;6184;81819
2016-11-15;7059;149
2016-12-12;7039;35801
2016-10-31;7050;26932
2016-11-02;7049;6995
2017-02-06;7076;34395
2016-12-05;7053;9994
2017-02-05;7039;15798
2017-02-18;7036;0
2017-02-23;7054;3010
2016-11-12;6191;5639
2017-02-13;6200;7302
2017-01-08;7059;193
2016-12-17;7124;6192
2016-12-31;7054;400
2016-11-18;6199;49
2017-02-03;7058;65836
2016-11-20;6192;9520
2016-12-10;7036;0
2016-12-21;7070;17066
2017-02-24;7072;6782
2016-11-21;6182;14407
2017-02-03;6193;4269
2016-10-18;7070;7102
2016-10-26;7037;10047
2017-02-15;6202;13823
2017-01-28;6202;12034
2016-12-30;7048;984
2017-02-13;6191;2667
2016-11-24;6202;13306
2016-10-13;7052;6259
2017-02-05;7048;1000
2017-02-07;7069;2380
2016-11-28;6194;22051
2016-11-13;6192;9823
2016-12-16;7047;11037
2016-10-26;6184;24882
2016-12-30;7039;21699
2017-02-06;6178;35
2016-12-04;7057;1283
2017-01-22;6201;2890
2017-02-20;6180;9951
2017-01-31;7043;60732
2017-01-08;14172;22339
2017-02-05;6177;4551
2017-02-12;7036;0
2016-11-19;7047;8549
2016-11-18;7039;40795
2016-11-04;7040;5780
2017-02-21;6194;25654
2016-11-28;7052;10821
2016-11-13;7119;730
2016-11-08;7053;11016
2017-01-31;7123;25885
2016-12-15;7124;8433
2017-01-14;7043;60462
2017-02-28;6184;12591
2016-10-24;6177;4747
2017-03-05;6200;324
2016-12-27;6193;4647
2016-12-05;7070;20051
2017-02-27;7119;539
2017-02-25;7051;69972
2017-01-28;7053;8860
2016-11-23;7059;154
2017-01-23;7072;10826
2016-10-22;7123;21942
2016-10-29;7061;686
2016-12-08;14172;48728
2017-01-05;6201;4759
2017-02-08;7119;799
2017-02-05;7054;424
2016-10-25;6180;9748
2017-01-01;7039;12829
2017-02-11;7044;58613
2016-10-25;7119;767
2017-02-27;14172;42467
2017-02-10;6178;52
2016-12-06;7038;12363
2017-02-19;7054;459
2016-11-29;7038;11244
2016-12-26;7040;3823
2016-12-04;7049;5031
2016-11-21;7119;724
2017-01-21;7072;11710
2017-02-13;6194;25264
2017-01-18;7072;12319
2016-11-17;7119;920
2017-02-19;7058;54268
2017-02-14;7076;40332
2017-01-21;7044;62612
2016-12-09;6180;12393
2016-12-08;7048;1227
2016-10-22;7057;1672
2017-02-18;6192;16135
2017-01-18;7069;1878
2016-11-12;7050;24257
2017-01-06;7054;932
2017-02-03;6199;41
2016-12-24;7119;765
2017-01-24;7070;10969
2017-02-13;7075;3267
2017-01-09;7044;78838
2017-03-04;6180;1163
2016-12-07;6198;4683
2016-12-06;6192;22638
2017-01-13;7053;13225
2017-01-20;7049;9608
2016-11-22;7070;19131
2017-01-29;7061;527
2017-01-10;6200;7240
2017-02-13;7061;607
2017-01-08;7053;5298
2016-12-20;7053;9476
2016-12-28;6178;18
2017-03-01;6177;1010
2017-01-15;7069;368
2017-01-31;14172;44274
2016-11-20;7053;4732
2017-02-09;6202;10487
2016-12-07;7054;886
2017-02-19;7059;232
2017-02-21;7051;96417
2017-02-08;7058;67862
2017-01-03;7040;318
2017-01-12;6202;11524
2017-01-29;7047;6584
2016-10-29;7070;8648
2016-11-02;7123;58007
2017-03-01;7044;11778
2016-10-12;7053;5398
2016-12-15;6199;36
2016-10-13;6198;1543
2017-02-11;7061;394
2016-12-21;7075;3684
2017-01-09;7053;10866
2016-10-28;7053;8039
2017-02-08;7070;16462
2016-12-18;6177;6967
2016-10-24;7072;12467
2016-12-07;7044;72367
2016-10-19;7040;6624
2016-12-23;7053;8155
2016-12-05;14172;45123
2017-01-13;6178;136
2016-12-31;7061;442
2016-12-14;6194;23232
2016-11-12;6202;9881
2016-10-15;7053;3736
2017-01-26;7061;650
2016-10-23;6199;36
2016-11-02;7076;34559
2016-11-13;7051;48716
2016-12-26;6192;12961
2017-01-05;7040;5986
2016-11-10;6191;8136
2016-10-28;6194;23987
2016-11-06;7047;6497
2016-12-12;7059;154
2017-02-14;7037;25095
2016-11-23;7048;1604
2016-12-06;6177;8597
2016-12-19;7070;17992
2017-02-20;7047;9133
2017-01-16;7124;7935
2016-12-03;6193;6956
2017-01-11;7058;64968
2016-11-29;7124;8803
2016-12-11;7075;2766
2016-10-16;6184;27611
2017-01-21;7052;9151
2016-11-29;7037;27328
2017-01-09;7070;13170
2017-02-21;6193;3089
2017-01-10;7123;29857
2017-02-28;7049;1183
2016-11-09;7043;45606
2017-01-27;7038;12545
2017-02-26;7076;24838
2016-12-16;6180;15809
2016-11-11;7052;7728
2016-10-11;7044;16036
2016-11-12;6180;6630
2017-02-16;7075;4741
2016-10-17;7054;319
2016-10-31;7036;0
2016-11-17;7052;11805
2017-01-11;7039;35078
2016-12-28;6177;4864
2017-02-15;7052;10032
2017-02-07;7057;1133
2017-02-26;7048;934
2017-02-13;7037;28313
2016-12-18;7050;25103
2017-02-12;6191;1302
2017-01-15;7044;53283
2017-01-19;6182;15227
2017-03-02;6192;1025
2017-01-29;6191;4070
2016-10-16;6192;6931
2017-01-05;14172;41467
2017-02-02;7059;212
2017-02-18;6182;14375
2016-12-12;7124;8153
2016-11-27;7119;744
2016-12-23;7043;47544
2017-02-02;6201;5219
2017-03-06;7038;1411
2017-01-06;6177;6008
2017-03-07;6201;62
2017-01-05;7048;1132
2017-01-24;7060;218
2016-10-15;6185;2530
2017-02-21;7059;248
2016-10-18;6194;19815
2016-12-07;6199;23
2017-01-21;7051;75915
2016-11-12;7061;442
2017-01-21;7058;66860
2016-11-16;7048;1352
2016-12-14;7060;197
2016-11-11;7036;0
2017-01-14;6201;5017
2017-01-03;7047;475
2016-11-09;7119;582
2017-01-01;14172;23162
2016-11-22;7043;58362
2017-02-04;7076;30453
2016-11-10;7053;10655
2016-11-23;7036;0
2016-11-29;7119;947
2017-01-13;7058;73805
2017-02-23;7050;25565
2016-12-10;7061;648
2016-12-25;7075;1712
2016-12-04;6198;3588
2017-02-25;6185;7810
2016-11-09;6185;2239
2016-12-18;7040;3632
2017-01-13;7072;11176
2017-01-04;6194;23614
2016-11-27;6178;38
2016-11-23;7070;20029
2017-02-18;7043;46875
2016-12-27;7040;4165
2016-12-06;6184;82107
2016-10-17;7123;17563
2017-02-11;7037;15298
2017-02-02;7072;9239
2017-02-23;7123;23966
2016-12-09;6198;5011
2016-12-09;7038;11342
2017-01-21;7039;22414
2016-11-04;14172;45176
2016-11-08;7036;0
2017-02-26;7052;5662
2016-12-25;7060;259
2017-01-23;7124;6282
2017-01-02;7124;0
2016-10-11;7047;1600
2017-03-05;7072;15
2016-10-16;6191;2763
2016-10-27;6185;2330
2016-10-23;6178;220
2016-11-08;6194;25645
2016-11-19;7051;81045
2016-10-16;7119;664
2017-01-23;6193;4209
2016-11-08;7050;27029
2017-02-09;6180;11198
2016-11-04;7076;52875
2016-12-31;7047;6569
2017-01-19;7060;225
2016-12-10;7038;8318
2016-11-06;6180;7162
2016-10-25;6201;4994
2017-02-11;7058;55799
2017-01-26;7047;9643
2017-02-11;6192;14004
2017-02-06;7040;6074
2016-10-23;6192;9077
2016-12-25;6182;13885
2016-12-29;7053;7172
2017-01-26;7123;20890
2017-02-04;7060;205
2016-11-25;6177;7680
2017-02-12;7072;5312
2016-12-21;6193;5119
2016-10-27;7050;25683
2017-02-11;7048;1137
2017-01-05;7075;5026
2016-11-10;14172;41277
2017-02-26;7051;49965
2016-12-14;7058;77693
2017-02-25;7072;7550
2016-12-02;7050;33561
2016-11-25;6198;4825
2017-02-19;7119;739
2016-10-21;7124;7105
2016-11-07;6182;12971
2016-11-09;6202;12669
2016-12-23;6178;163
2017-02-11;7124;4219
2016-11-19;7043;49718
2016-11-07;6202;11931
2016-12-26;6185;9596
2016-11-01;7037;31226
2017-03-06;6192;3037
2016-12-12;7076;47718
2017-01-17;7039;36778
2016-12-23;7061;499
2016-11-02;7040;6080
2017-02-18;7054;622
2016-11-12;6178;180
2017-02-04;6177;4533
2016-10-24;7050;27673
2016-11-26;7124;6299
2016-12-11;7044;61125
2016-11-08;7040;6238
2017-02-01;6199;57
2016-12-28;6194;20998
2016-11-28;7039;35059
2016-11-05;6180;7575
2016-12-31;6193;4336
2017-02-28;7059;72
2016-11-06;7070;6382
2017-01-09;14172;44264
2017-02-20;7048;1334
2016-11-02;6192;18532
2016-12-09;7044;71556
2016-12-07;6193;5851
2016-11-09;7076;38992
2016-11-15;6199;33
2017-01-16;6191;8880
2017-02-26;6194;13553
2017-02-02;6198;3596
2017-01-02;6192;0
2016-12-16;14172;52437
2017-02-19;6202;10483
2017-02-13;7049;7562
2016-11-30;7072;13468
2016-10-23;6184;44276
2017-02-23;7044;59553
2017-02-18;7057;1439
2016-11-02;6194;23303
2016-11-05;6185;2755
2017-01-01;7119;600
2017-01-14;7124;6293
2016-10-26;6191;2340
2016-11-26;7061;697
2016-11-07;7059;113
2017-01-11;7069;1411
2016-12-19;7044;74094
2017-02-08;6180;11984
2017-01-28;6178;117
2016-11-23;7124;8591
2016-10-17;7052;6529
2016-10-28;6185;2653
2016-11-02;6198;4110
2017-02-09;7124;6595
2016-11-03;7059;162
2017-02-19;7075;1790
2016-12-22;6194;26204
2016-12-06;6202;13512
2017-02-24;6202;11592
2016-10-19;7069;433
2017-01-25;6191;8523
2016-12-22;7044;74658
2016-12-22;7048;1051
2016-11-03;7072;13099
2017-02-08;6184;73644
2016-12-17;6191;7853
2016-11-02;7059;187
2016-10-30;7038;6352
2017-01-18;6198;3775
2016-10-31;14172;39678
2016-10-30;6202;10601
2016-12-31;7039;19873
2017-01-20;6182;18437
2016-10-22;7124;4793
2017-02-01;7040;6827
2016-11-30;6180;12848
2017-02-04;6198;2758
2016-12-21;7123;26617
2017-01-15;6202;5958
2016-10-12;7038;5196
2017-02-06;7124;6725
2016-10-13;6177;3024
2017-02-23;6191;3766
2016-10-23;7123;48059
2017-01-24;7057;1206
2016-10-31;7057;1686
2016-12-23;7049;6428
2016-10-27;7076;37851
2017-01-01;7049;4176
2017-03-01;6185;477
2017-01-07;7044;65324
2016-10-12;7054;221
2017-02-28;7057;234
2017-01-22;6193;3430
2017-01-09;7047;9157
2016-10-28;6193;4917
2016-12-25;7040;1819
2016-10-18;6200;5286
2017-01-02;6202;0
2016-12-18;7054;526
2016-11-03;6184;66923
2017-02-21;7070;14792
2016-12-06;7060;311
2017-02-17;6199;31
2017-02-13;7054;797
2016-11-03;7075;3311
2016-12-16;7039;44568
2016-11-23;6194;28496
2017-02-19;7048;1099
2017-02-09;7072;10891
2017-01-22;6180;8805
2016-11-27;7047;6661
2017-01-23;7061;459
2016-12-15;7040;7058
2017-02-26;6193;1947
2016-11-18;7072;12748
2017-01-22;7075;2800
2017-02-08;14172;41935
2017-02-23;6178;516
2016-10-14;7049;3610
2016-12-13;7053;12300
2017-02-12;7043;32373
2017-03-01;7059;57
2016-11-08;14172;46069
2017-02-20;7072;9887
2017-01-20;6194;28268
2017-01-30;7061;516
2017-01-07;7052;7377
2016-12-06;7124;7341
2017-01-20;7059;78
2016-12-03;7044;65688
2016-12-26;6191;5349
2016-10-26;7039;14024
2017-02-07;7123;21054
2016-12-05;7038;11077
2017-01-10;6202;11681
2016-12-28;6193;5172
2017-01-02;7060;0
2017-02-27;7057;711
2016-12-14;6201;5251
2016-12-10;6178;147
2016-12-20;7059;145
2016-12-08;7039;40822
2016-12-05;7052;10630
2016-10-22;7049;5098
2016-12-15;7053;11970
2016-11-04;6185;2543
2017-02-21;6178;70
2016-11-29;6202;13011
2016-11-30;7049;8878
2017-03-02;6199;0
2017-01-06;7044;65103
2016-10-21;6192;19442
2016-10-17;7070;6135
2016-11-30;7044;65467
2016-12-20;7075;3579
2016-12-30;6178;36
2016-11-16;6177;8006
2016-12-01;7123;27890
2016-12-30;7124;4902
2016-11-05;6202;15099
2016-12-11;7053;5638
2016-11-06;7119;729
2016-12-26;6193;4267
2016-11-01;6184;47768
2016-10-14;6193;2681
2016-12-12;7037;23752
2016-10-25;7037;26112
2017-02-09;7053;10099
2017-01-03;6193;240
2016-11-09;6193;4469
2016-11-05;6184;61351
2017-01-24;7043;55575
2017-01-18;7036;0
2017-01-13;7059;145
2016-11-05;6201;5062
2016-10-22;7038;7010
2016-12-15;7049;9721
2017-02-16;6199;22
2017-01-01;7043;30835
2016-11-20;6184;54277
2016-10-27;7059;218
2016-12-02;7076;49841
2017-01-06;7072;11244
2016-10-18;6193;3942
2017-01-07;6201;3697
2017-03-06;6199;0
2017-03-03;7038;470
2017-03-03;6193;149
2016-11-06;7075;1621
2017-01-19;7119;807
2016-11-30;7043;56628
2016-12-15;7069;1050
2016-10-12;7057;1062
2017-03-02;6193;211
2017-02-09;6200;6805
2017-01-20;6200;6967
2017-01-15;6184;50846
2017-02-01;7043;56277
2017-02-13;7048;1317
2017-01-16;6185;11522
2016-11-26;7049;6617
2016-12-02;7059;152
2016-10-31;7048;1065
2016-10-12;7119;662
2016-10-24;6202;13523
2017-01-30;7038;9637
2016-11-15;7043;58769
2016-11-17;7054;906
2016-11-05;6191;6725
2017-01-17;6198;3853
2017-02-13;7072;9591
2016-11-16;7059;219
2017-01-08;7076;31790
2017-03-05;6191;4
2017-03-04;7049;346
2016-10-25;6193;5581
2017-01-25;7069;1282
2016-12-13;6178;77
2016-10-19;7076;52575
2017-01-15;6178;190
2016-12-04;6180;7766
2016-12-09;7076;52631
2016-12-01;7049;8298
2016-10-22;7047;8116
2017-01-15;6201;2559
2016-11-10;6198;3747
2017-02-19;6178;56
2016-10-29;7048;1039
2016-12-29;6178;32
2016-12-23;7037;24062
2016-11-22;7060;507
2016-12-03;7054;822
2017-01-02;7075;0
2016-12-30;7075;2926
2017-01-08;7058;53218
2017-01-20;6191;8420
2016-11-26;6202;10286
2016-12-25;7070;5417
2016-11-30;6193;5670
2016-12-21;7052;9370
2017-02-02;7037;29108
2016-10-15;7039;13928
2016-12-03;7059;111
2016-11-21;7044;74292
2016-10-30;6180;8409
2017-02-19;6201;3651
2016-12-27;7047;7194
2016-11-29;7075;4143
2016-10-27;6182;15473
2017-02-19;6184;57169
2017-01-20;7124;7556
2016-11-23;7039;37159
2016-11-10;7060;154
2016-12-09;6200;8055
2017-02-12;7050;19994
2017-02-08;7059;164
2016-11-13;6198;2971
2016-10-11;7037;4778
2016-12-21;7053;8869
2016-11-17;7049;9348
2017-01-19;7053;11916
2017-02-01;7123;24528
2016-12-25;6184;41224
2016-10-28;7047;8358
2017-01-18;7058;73329
2016-10-12;7039;18998
2016-10-30;7061;741
2017-02-13;7057;1362
2017-01-16;7047;9248
2017-03-06;7060;77
2016-10-22;6182;15700
2016-10-16;7036;0
2016-12-20;6193;6089
2017-02-10;7076;31301
2016-11-20;6191;3923
2017-01-23;7040;6077
2016-11-23;7049;9768
2017-01-17;7036;0
2017-01-15;7036;0
2016-11-15;7053;11174
2016-11-01;6182;17969
2016-12-01;6199;46
2016-11-15;7060;265
2016-11-09;7123;49081
2016-11-17;6192;21525
2016-10-11;6185;809
2017-01-19;7048;1387
2016-12-01;7044;68973
2017-01-28;7048;1760
2017-03-03;6178;82
2017-02-04;14172;27577
2016-12-07;7053;10515
2016-12-26;7052;7125
2016-11-14;7060;241
2016-12-30;7119;647
2016-12-17;6192;22143
